day,shift,shift_time,role,C_min,C_opt,C_max,actual_staff,gap_to_Copt,shortage_to_Cmin,shortage_to_Copt,overstaff_above_Copt,overstaff_above_Cmax,coverage_status
14,S3,16:00-24:00,RS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
14,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
15,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
15,S1,00:00-08:00,DAS,5,6,8,5,-1,0,1,0,0,UNDER_COPT
15,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
15,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
15,S1,00:00-08:00,RS,2,2,3,2,0,0,0,0,0,OK
15,S1,00:00-08:00,SLS,2,2,3,2,0,0,0,0,0,OK
15,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
15,S2,08:00-16:00,DAS,8,12,15,12,0,0,0,0,0,OK
15,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
15,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
15,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
15,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
15,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
15,S3,16:00-24:00,DAS,6,9,11,9,0,0,0,0,0,OK
15,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
15,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
15,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
15,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
16,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
16,S1,00:00-08:00,DAS,3,5,6,4,-1,0,1,0,0,UNDER_COPT
16,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
16,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
16,S1,00:00-08:00,RS,2,2,3,2,0,0,0,0,0,OK
16,S1,00:00-08:00,SLS,2,2,3,2,0,0,0,0,0,OK
16,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
16,S2,08:00-16:00,DAS,6,9,11,9,0,0,0,0,0,OK
16,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
16,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
16,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
16,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
16,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
16,S3,16:00-24:00,DAS,8,12,15,12,0,0,0,0,0,OK
16,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
16,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
16,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
16,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
17,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
17,S1,00:00-08:00,DAS,3,5,6,4,-1,0,1,0,0,UNDER_COPT
17,S1,00:00-08:00,DS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
17,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
17,S1,00:00-08:00,RS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
17,S1,00:00-08:00,SLS,2,2,3,2,0,0,0,0,0,OK
17,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
17,S2,08:00-16:00,DAS,8,12,15,12,0,0,0,0,0,OK
17,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
17,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
17,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
17,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
17,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
17,S3,16:00-24:00,DAS,8,12,15,12,0,0,0,0,0,OK
17,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
17,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
17,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
17,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
18,S1,00:00-08:00,BLO,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
18,S1,00:00-08:00,DAS,5,6,8,5,-1,0,1,0,0,UNDER_COPT
18,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
18,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
18,S1,00:00-08:00,RS,2,2,3,2,0,0,0,0,0,OK
18,S1,00:00-08:00,SLS,2,2,3,2,0,0,0,0,0,OK
18,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
18,S2,08:00-16:00,DAS,8,12,15,12,0,0,0,0,0,OK
18,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
18,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
18,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
18,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
18,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
18,S3,16:00-24:00,DAS,9,14,17,14,0,0,0,0,0,OK
18,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
18,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
18,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
18,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
19,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
19,S1,00:00-08:00,DAS,3,5,6,5,0,0,0,0,0,OK
19,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
19,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
19,S1,00:00-08:00,RS,2,2,3,2,0,0,0,0,0,OK
19,S1,00:00-08:00,SLS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
19,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
19,S2,08:00-16:00,DAS,8,12,15,12,0,0,0,0,0,OK
19,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
19,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
19,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
19,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
19,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
19,S3,16:00-24:00,DAS,6,9,11,10,1,0,0,1,0,OK
19,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
19,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
19,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
19,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
20,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
20,S1,00:00-08:00,DAS,3,5,6,5,0,0,0,0,0,OK
20,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
20,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
20,S1,00:00-08:00,RS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
20,S1,00:00-08:00,SLS,2,2,3,2,0,0,0,0,0,OK
20,S2,08:00-16:00,BLO,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
20,S2,08:00-16:00,DAS,6,9,11,9,0,0,0,0,0,OK
20,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
20,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
20,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
20,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
20,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
20,S3,16:00-24:00,DAS,8,12,15,12,0,0,0,0,0,OK
20,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
20,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
20,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
20,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
21,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
21,S1,00:00-08:00,DAS,3,5,6,5,0,0,0,0,0,OK
21,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
21,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
21,S1,00:00-08:00,RS,2,2,3,2,0,0,0,0,0,OK
21,S1,00:00-08:00,SLS,2,2,3,2,0,0,0,0,0,OK
21,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
21,S2,08:00-16:00,DAS,6,9,11,9,0,0,0,0,0,OK
21,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
21,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
21,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
21,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
21,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
21,S3,16:00-24:00,DAS,6,9,11,9,0,0,0,0,0,OK
21,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
21,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
21,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
21,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
22,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
22,S1,00:00-08:00,DAS,3,5,6,5,0,0,0,0,0,OK
22,S1,00:00-08:00,DS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
22,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
22,S1,00:00-08:00,RS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
22,S1,00:00-08:00,SLS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
22,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
22,S2,08:00-16:00,DAS,8,12,15,11,-1,0,1,0,0,UNDER_COPT
22,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
22,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
22,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
22,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
22,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
22,S3,16:00-24:00,DAS,8,12,15,12,0,0,0,0,0,OK
22,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
22,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
22,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
22,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
23,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
23,S1,00:00-08:00,DAS,3,5,6,5,0,0,0,0,0,OK
23,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
23,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
23,S1,00:00-08:00,RS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
23,S1,00:00-08:00,SLS,2,2,3,2,0,0,0,0,0,OK
23,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
23,S2,08:00-16:00,DAS,8,12,15,12,0,0,0,0,0,OK
23,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
23,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
23,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
23,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
23,S3,16:00-24:00,BLO,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
23,S3,16:00-24:00,DAS,8,12,15,12,0,0,0,0,0,OK
23,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
23,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
23,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
23,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
24,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
24,S1,00:00-08:00,DAS,5,6,8,5,-1,0,1,0,0,UNDER_COPT
24,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
24,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
24,S1,00:00-08:00,RS,2,2,3,2,0,0,0,0,0,OK
24,S1,00:00-08:00,SLS,2,2,3,2,0,0,0,0,0,OK
24,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
24,S2,08:00-16:00,DAS,8,12,15,12,0,0,0,0,0,OK
24,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
24,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
24,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
24,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
24,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
24,S3,16:00-24:00,DAS,8,12,15,12,0,0,0,0,0,OK
24,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
24,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
24,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
24,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
25,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
25,S1,00:00-08:00,DAS,5,6,8,6,0,0,0,0,0,OK
25,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
25,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
25,S1,00:00-08:00,RS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
25,S1,00:00-08:00,SLS,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
25,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
25,S2,08:00-16:00,DAS,8,12,15,11,-1,0,1,0,0,UNDER_COPT
25,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
25,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
25,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
25,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
25,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
25,S3,16:00-24:00,DAS,8,12,15,12,0,0,0,0,0,OK
25,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
25,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
25,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
25,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
26,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
26,S1,00:00-08:00,DAS,3,5,6,5,0,0,0,0,0,OK
26,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
26,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
26,S1,00:00-08:00,RS,2,2,3,2,0,0,0,0,0,OK
26,S1,00:00-08:00,SLS,2,2,3,2,0,0,0,0,0,OK
26,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
26,S2,08:00-16:00,DAS,8,12,15,12,0,0,0,0,0,OK
26,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
26,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
26,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
26,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
26,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
26,S3,16:00-24:00,DAS,6,9,11,9,0,0,0,0,0,OK
26,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
26,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
26,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
26,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
27,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
27,S1,00:00-08:00,DAS,3,5,6,5,0,0,0,0,0,OK
27,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
27,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
27,S1,00:00-08:00,RS,2,2,3,2,0,0,0,0,0,OK
27,S1,00:00-08:00,SLS,2,2,3,3,1,0,0,1,0,OK
27,S2,08:00-16:00,BLO,2,2,3,1,-1,1,1,0,0,UNDER_CMIN
27,S2,08:00-16:00,DAS,8,12,15,12,0,0,0,0,0,OK
27,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
27,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
27,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
27,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
27,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
27,S3,16:00-24:00,DAS,6,9,11,9,0,0,0,0,0,OK
27,S3,16:00-24:00,DS,2,2,3,3,1,0,0,1,0,OK
27,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
27,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
27,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
28,S1,00:00-08:00,BLO,2,2,3,2,0,0,0,0,0,OK
28,S1,00:00-08:00,DAS,3,5,6,5,0,0,0,0,0,OK
28,S1,00:00-08:00,DS,2,2,3,2,0,0,0,0,0,OK
28,S1,00:00-08:00,FSTC,2,2,3,2,0,0,0,0,0,OK
28,S1,00:00-08:00,RS,2,2,3,2,0,0,0,0,0,OK
28,S1,00:00-08:00,SLS,2,2,3,2,0,0,0,0,0,OK
28,S2,08:00-16:00,BLO,2,2,3,2,0,0,0,0,0,OK
28,S2,08:00-16:00,DAS,8,12,15,12,0,0,0,0,0,OK
28,S2,08:00-16:00,DS,2,2,3,2,0,0,0,0,0,OK
28,S2,08:00-16:00,FSTC,2,2,3,2,0,0,0,0,0,OK
28,S2,08:00-16:00,RS,2,2,3,2,0,0,0,0,0,OK
28,S2,08:00-16:00,SLS,2,2,3,2,0,0,0,0,0,OK
28,S3,16:00-24:00,BLO,2,2,3,2,0,0,0,0,0,OK
28,S3,16:00-24:00,DAS,8,12,15,12,0,0,0,0,0,OK
28,S3,16:00-24:00,DS,2,2,3,2,0,0,0,0,0,OK
28,S3,16:00-24:00,FSTC,2,2,3,2,0,0,0,0,0,OK
28,S3,16:00-24:00,RS,2,2,3,2,0,0,0,0,0,OK
28,S3,16:00-24:00,SLS,2,2,3,2,0,0,0,0,0,OK
